"Medicare Risk Adjustment Model CPT/HCPCS Filtering Included List, Calendar Year (CY) 2015",,
CPT only copyright 2015 American Medical Association.  All rights reserved.,,
HCPCS/CPT Code,2015 Short Description,In CY2015 Included List?
28450,Treat midfoot fracture each,yes
28455,Treat midfoot fracture each,yes
28456,Treat midfoot fracture,yes
28465,Treat midfoot fracture each,yes
28470,Treat metatarsal fracture,yes
28475,Treat metatarsal fracture,yes
28476,Treat metatarsal fracture,yes
28485,Treat metatarsal fracture,yes
28490,Treat big toe fracture,yes
28495,Treat big toe fracture,yes
28496,Treat big toe fracture,yes
28505,Treat big toe fracture,yes
28510,Treatment of toe fracture,yes
28515,Treatment of toe fracture,yes
28525,Treat toe fracture,yes
28530,Treat sesamoid bone fracture,yes
28531,Treat sesamoid bone fracture,yes
28540,Treat foot dislocation,yes
28545,Treat foot dislocation,yes
28546,Treat foot dislocation,yes
28555,Repair foot dislocation,yes
28570,Treat foot dislocation,yes
28575,Treat foot dislocation,yes
28576,Treat foot dislocation,yes
28585,Repair foot dislocation,yes
28600,Treat foot dislocation,yes
28605,Treat foot dislocation,yes
28606,Treat foot dislocation,yes
28615,Repair foot dislocation,yes
28630,Treat toe dislocation,yes
28635,Treat toe dislocation,yes
28636,Treat toe dislocation,yes
28645,Repair toe dislocation,yes
28660,Treat toe dislocation,yes
28665,Treat toe dislocation,yes
28666,Treat toe dislocation,yes
28675,Repair of toe dislocation,yes
28705,Fusion of foot bones,yes
28715,Fusion of foot bones,yes
28725,Fusion of foot bones,yes
28730,Fusion of foot bones,yes
28735,Fusion of foot bones,yes
28737,Revision of foot bones,yes
28740,Fusion of foot bones,yes
28750,Fusion of big toe joint,yes
28755,Fusion of big toe joint,yes
28760,Fusion of big toe joint,yes
28800,Amputation of midfoot,yes
28805,Amputation thru metatarsal,yes
28810,Amputation toe & metatarsal,yes
28820,Amputation of toe,yes
28825,Partial amputation of toe,yes
28890,Hi enrgy eswt plantar fascia,yes
28899,Foot/toes surgery procedure,yes
29000,Application of body cast,yes
29010,Application of body cast,yes
29015,Application of body cast,yes
29035,Application of body cast,yes
29040,Application of body cast,yes
29044,Application of body cast,yes
29046,Application of body cast,yes
29049,Application of figure eight,yes
29055,Application of shoulder cast,yes
29058,Application of shoulder cast,yes
29065,Application of long arm cast,yes
29075,Application of forearm cast,yes
29085,Apply hand/wrist cast,yes
29086,Apply finger cast,yes
29105,Apply long arm splint,yes
29125,Apply forearm splint,yes
29126,Apply forearm splint,yes
29130,Application of finger splint,yes
29131,Application of finger splint,yes
29200,Strapping of chest,yes
29240,Strapping of shoulder,yes
29260,Strapping of elbow or wrist,yes
29280,Strapping of hand or finger,yes
29305,Application of hip cast,yes
29325,Application of hip casts,yes
29345,Application of long leg cast,yes
29355,Application of long leg cast,yes
29358,Apply long leg cast brace,yes
29365,Application of long leg cast,yes
29405,Apply short leg cast,yes
29425,Apply short leg cast,yes
29435,Apply short leg cast,yes
29440,Addition of walker to cast,yes
29445,Apply rigid leg cast,yes
29450,Application of leg cast,yes
29505,Application long leg splint,yes
29515,Application lower leg splint,yes
29520,Strapping of hip,yes
29530,Strapping of knee,yes
29540,Strapping of ankle and/or ft,yes
29550,Strapping of toes,yes
29580,Application of paste boot,yes
29581,Apply multlay comprs lwr leg,yes
29582,Apply multlay comprs upr leg,yes
29583,Apply multlay comprs upr arm,yes
29584,Appl multlay comprs arm/hand,yes
29700,Removal/revision of cast,yes
29705,Removal/revision of cast,yes
29710,Removal/revision of cast,yes
29720,Repair of body cast,yes
29730,Windowing of cast,yes
29740,Wedging of cast,yes
29750,Wedging of clubfoot cast,yes
29799,Casting/strapping procedure,yes
29800,Jaw arthroscopy/surgery,yes
29804,Jaw arthroscopy/surgery,yes
29805,Shoulder arthroscopy dx,yes
29806,Shoulder arthroscopy/surgery,yes
29807,Shoulder arthroscopy/surgery,yes
29819,Shoulder arthroscopy/surgery,yes
29820,Shoulder arthroscopy/surgery,yes
29821,Shoulder arthroscopy/surgery,yes
29822,Shoulder arthroscopy/surgery,yes
29823,Shoulder arthroscopy/surgery,yes
29824,Shoulder arthroscopy/surgery,yes
29825,Shoulder arthroscopy/surgery,yes
29827,Arthroscop rotator cuff repr,yes
29828,Arthroscopy biceps tenodesis,yes
29830,Elbow arthroscopy,yes
29834,Elbow arthroscopy/surgery,yes
29835,Elbow arthroscopy/surgery,yes
29836,Elbow arthroscopy/surgery,yes
29837,Elbow arthroscopy/surgery,yes
29838,Elbow arthroscopy/surgery,yes
29840,Wrist arthroscopy,yes
29843,Wrist arthroscopy/surgery,yes
29844,Wrist arthroscopy/surgery,yes
29845,Wrist arthroscopy/surgery,yes
29846,Wrist arthroscopy/surgery,yes
29847,Wrist arthroscopy/surgery,yes
29848,Wrist endoscopy/surgery,yes
29850,Knee arthroscopy/surgery,yes
29851,Knee arthroscopy/surgery,yes
29855,Tibial arthroscopy/surgery,yes
29856,Tibial arthroscopy/surgery,yes
29860,Hip arthroscopy dx,yes
29861,Hip arthro w/fb removal,yes
29862,Hip arthr0 w/debridement,yes
29863,Hip arthr0 w/synovectomy,yes
29866,Autgrft implnt knee w/scope,yes
29867,Allgrft implnt knee w/scope,yes
29868,Meniscal trnspl knee w/scpe,yes
29870,Knee arthroscopy dx,yes
29871,Knee arthroscopy/drainage,yes
29873,Knee arthroscopy/surgery,yes
29874,Knee arthroscopy/surgery,yes
29875,Knee arthroscopy/surgery,yes
29876,Knee arthroscopy/surgery,yes
29877,Knee arthroscopy/surgery,yes
29879,Knee arthroscopy/surgery,yes
29880,Knee arthroscopy/surgery,yes
29881,Knee arthroscopy/surgery,yes
29882,Knee arthroscopy/surgery,yes
29883,Knee arthroscopy/surgery,yes
29884,Knee arthroscopy/surgery,yes
29885,Knee arthroscopy/surgery,yes
29886,Knee arthroscopy/surgery,yes
29887,Knee arthroscopy/surgery,yes
29888,Knee arthroscopy/surgery,yes
29889,Knee arthroscopy/surgery,yes
29891,Ankle arthroscopy/surgery,yes
29892,Ankle arthroscopy/surgery,yes
29893,Scope plantar fasciotomy,yes
29894,Ankle arthroscopy/surgery,yes
29895,Ankle arthroscopy/surgery,yes
29897,Ankle arthroscopy/surgery,yes
29898,Ankle arthroscopy/surgery,yes
29899,Ankle arthroscopy/surgery,yes
29900,Mcp joint arthroscopy dx,yes
29901,Mcp joint arthroscopy surg,yes
29902,Mcp joint arthroscopy surg,yes
29904,Subtalar arthro w/fb rmvl,yes
29905,Subtalar arthro w/exc,yes
29906,Subtalar arthro w/deb,yes
29907,Subtalar arthro w/fusion,yes
29914,Hip arthro w/femoroplasty,yes
29915,Hip arthro acetabuloplasty,yes
29916,Hip arthro w/labral repair,yes
29999,Arthroscopy of joint,yes
30000,Drainage of nose lesion,yes
30020,Drainage of nose lesion,yes
30110,Removal of nose polyp(s),yes
30115,Removal of nose polyp(s),yes
30117,Removal of intranasal lesion,yes
30118,Removal of intranasal lesion,yes
30120,Revision of nose,yes
30124,Removal of nose lesion,yes
30125,Removal of nose lesion,yes
30130,Excise inferior turbinate,yes
30140,Resect inferior turbinate,yes
30150,Partial removal of nose,yes
30160,Removal of nose,yes
30200,Injection treatment of nose,yes
30210,Nasal sinus therapy,yes
30220,Insert nasal septal button,yes
30300,Remove nasal foreign body,yes
30310,Remove nasal foreign body,yes
30320,Remove nasal foreign body,yes
30400,Reconstruction of nose,yes
30410,Reconstruction of nose,yes
30420,Reconstruction of nose,yes
30430,Revision of nose,yes
30435,Revision of nose,yes
30450,Revision of nose,yes
30460,Revision of nose,yes
30462,Revision of nose,yes
30465,Repair nasal stenosis,yes
30520,Repair of nasal septum,yes
30540,Repair nasal defect,yes
30545,Repair nasal defect,yes
30560,Release of nasal adhesions,yes
30580,Repair upper jaw fistula,yes
30600,Repair mouth/nose fistula,yes
30620,Intranasal reconstruction,yes
30630,Repair nasal septum defect,yes
30801,Ablate inf turbinate superf,yes
30802,Ablate inf turbinate submuc,yes
30901,Control of nosebleed,yes
30903,Control of nosebleed,yes
30905,Control of nosebleed,yes
30906,Repeat control of nosebleed,yes
30915,Ligation nasal sinus artery,yes
30920,Ligation upper jaw artery,yes
30930,Ther fx nasal inf turbinate,yes
30999,Nasal surgery procedure,yes
31000,Irrigation maxillary sinus,yes
31002,Irrigation sphenoid sinus,yes
31020,Exploration maxillary sinus,yes
31030,Exploration maxillary sinus,yes
31032,Explore sinus remove polyps,yes
31040,Exploration behind upper jaw,yes
31050,Exploration sphenoid sinus,yes
31051,Sphenoid sinus surgery,yes
31070,Exploration of frontal sinus,yes
31075,Exploration of frontal sinus,yes
31080,Removal of frontal sinus,yes
31081,Removal of frontal sinus,yes
31084,Removal of frontal sinus,yes
31085,Removal of frontal sinus,yes
31086,Removal of frontal sinus,yes
31087,Removal of frontal sinus,yes
31090,Exploration of sinuses,yes
31200,Removal of ethmoid sinus,yes
31201,Removal of ethmoid sinus,yes
31205,Removal of ethmoid sinus,yes
31225,Removal of upper jaw,yes
31230,Removal of upper jaw,yes
31231,Nasal endoscopy dx,yes
31233,Nasal/sinus endoscopy dx,yes
31235,Nasal/sinus endoscopy dx,yes
31237,Nasal/sinus endoscopy surg,yes
31238,Nasal/sinus endoscopy surg,yes
31239,Nasal/sinus endoscopy surg,yes
31240,Nasal/sinus endoscopy surg,yes
31254,Revision of ethmoid sinus,yes
31255,Removal of ethmoid sinus,yes
31256,Exploration maxillary sinus,yes
31267,Endoscopy maxillary sinus,yes
31276,Sinus endoscopy surgical,yes
31287,Nasal/sinus endoscopy surg,yes
31288,Nasal/sinus endoscopy surg,yes
31290,Nasal/sinus endoscopy surg,yes
31291,Nasal/sinus endoscopy surg,yes
31292,Nasal/sinus endoscopy surg,yes
31293,Nasal/sinus endoscopy surg,yes
31294,Nasal/sinus endoscopy surg,yes
31295,Sinus endo w/balloon dil,yes
31296,Sinus endo w/balloon dil,yes
31297,Sinus endo w/balloon dil,yes
31299,Sinus surgery procedure,yes
31300,Removal of larynx lesion,yes
31320,Diagnostic incision larynx,yes
31360,Removal of larynx,yes
31365,Removal of larynx,yes
31367,Partial removal of larynx,yes
31368,Partial removal of larynx,yes
31370,Partial removal of larynx,yes
31375,Partial removal of larynx,yes
31380,Partial removal of larynx,yes
31382,Partial removal of larynx,yes
31390,Removal of larynx & pharynx,yes
31395,Reconstruct larynx & pharynx,yes
31400,Revision of larynx,yes
31420,Removal of epiglottis,yes
31500,Insert emergency airway,yes
31502,Change of windpipe airway,yes
31505,Diagnostic laryngoscopy,yes
31510,Laryngoscopy with biopsy,yes
31511,Remove foreign body larynx,yes
31512,Removal of larynx lesion,yes
31513,Injection into vocal cord,yes
31515,Laryngoscopy for aspiration,yes
31520,Dx laryngoscopy newborn,yes
31525,Dx laryngoscopy excl nb,yes
31526,Dx laryngoscopy w/oper scope,yes
31527,Laryngoscopy for treatment,yes
31528,Laryngoscopy and dilation,yes
31529,Laryngoscopy and dilation,yes
31530,Laryngoscopy w/fb removal,yes
31531,Laryngoscopy w/fb & op scope,yes
31535,Laryngoscopy w/biopsy,yes
31536,Laryngoscopy w/bx & op scope,yes
31540,Laryngoscopy w/exc of tumor,yes
31541,Larynscop w/tumr exc + scope,yes
31545,Remove vc lesion w/scope,yes
31546,Remove vc lesion scope/graft,yes
31560,Laryngoscop w/arytenoidectom,yes
31561,Larynscop remve cart + scop,yes
31570,Laryngoscope w/vc inj,yes
31571,Laryngoscop w/vc inj + scope,yes
31575,Diagnostic laryngoscopy,yes
31576,Laryngoscopy with biopsy,yes
31577,Remove foreign body larynx,yes
31578,Removal of larynx lesion,yes
31579,Diagnostic laryngoscopy,yes
31580,Revision of larynx,yes
31582,Revision of larynx,yes
31584,Treat larynx fracture,yes
31587,Revision of larynx,yes
31588,Revision of larynx,yes
31590,Reinnervate larynx,yes
31595,Larynx nerve surgery,yes
31599,Larynx surgery procedure,yes
31600,Incision of windpipe,yes
31601,Incision of windpipe,yes
31603,Incision of windpipe,yes
31605,Incision of windpipe,yes
31610,Incision of windpipe,yes
31611,Surgery/speech prosthesis,yes
31612,Puncture/clear windpipe,yes
31613,Repair windpipe opening,yes
31614,Repair windpipe opening,yes
31615,Visualization of windpipe,yes
31622,Dx bronchoscope/wash,yes
31623,Dx bronchoscope/brush,yes
31624,Dx bronchoscope/lavage,yes
31625,Bronchoscopy w/biopsy(s),yes
31626,Bronchoscopy w/markers,yes
31628,Bronchoscopy/lung bx each,yes
31629,Bronchoscopy/needle bx each,yes
31630,Bronchoscopy dilate/fx repr,yes
31631,Bronchoscopy dilate w/stent,yes
31634,Bronch w/balloon occlusion,yes
31635,Bronchoscopy w/fb removal,yes
31636,Bronchoscopy bronch stents,yes
31638,Bronchoscopy revise stent,yes
31640,Bronchoscopy w/tumor excise,yes
31641,Bronchoscopy treat blockage,yes
31643,Diag bronchoscope/catheter,yes
31645,Bronchoscopy clear airways,yes
31646,Bronchoscopy reclear airway,yes
31647,Bronchial valve init insert,yes
31648,Bronchial valve remov init,yes
31660,Bronch thermoplsty 1 lobe,yes
31661,Bronch thermoplsty 2/> lobes,yes
31717,Bronchial brush biopsy,yes
31720,Clearance of airways,yes
31725,Clearance of airways,yes
31730,Intro windpipe wire/tube,yes
31750,Repair of windpipe,yes
31755,Repair of windpipe,yes
31760,Repair of windpipe,yes
31766,Reconstruction of windpipe,yes
31770,Repair/graft of bronchus,yes
31775,Reconstruct bronchus,yes
31780,Reconstruct windpipe,yes
31781,Reconstruct windpipe,yes
31785,Remove windpipe lesion,yes
31786,Remove windpipe lesion,yes
31800,Repair of windpipe injury,yes
31805,Repair of windpipe injury,yes
31820,Closure of windpipe lesion,yes
31825,Repair of windpipe defect,yes
31830,Revise windpipe scar,yes
31899,Airways surgical procedure,yes
32035,Thoracostomy w/rib resection,yes
32036,Thoracostomy w/flap drainage,yes
32096,Open wedge/bx lung infiltr,yes
32097,Open wedge/bx lung nodule,yes
32098,Open biopsy of lung pleura,yes
32100,Exploration of chest,yes
32110,Explore/repair chest,yes
32120,Re-exploration of chest,yes
32124,Explore chest free adhesions,yes
32140,Removal of lung lesion(s),yes
32141,Remove/treat lung lesions,yes
32150,Removal of lung lesion(s),yes
32151,Remove lung foreign body,yes
32160,Open chest heart massage,yes
32200,Drain open lung lesion,yes
32215,Treat chest lining,yes
32220,Release of lung,yes
32225,Partial release of lung,yes
32310,Removal of chest lining,yes
32320,Free/remove chest lining,yes
32440,Remove lung pneumonectomy,yes
32442,Sleeve pneumonectomy,yes
32445,Removal of lung extrapleural,yes
32480,Partial removal of lung,yes
32482,Bilobectomy,yes
32484,Segmentectomy,yes
32486,Sleeve lobectomy,yes
32488,Completion pneumonectomy,yes
32491,Lung volume reduction,yes
32503,Resect apical lung tumor,yes
32504,Resect apical lung tum/chest,yes
32505,Wedge resect of lung initial,yes
32540,Removal of lung lesion,yes
32550,Insert pleural cath,yes
32551,Insertion of chest tube,yes
32552,Remove lung catheter,yes
32554,Aspirate pleura w/o imaging,yes
32555,Aspirate pleura w/ imaging,yes
32556,Insert cath pleura w/o image,yes
32557,Insert cath pleura w/ image,yes
32560,Treat pleurodesis w/agent,yes
32561,Lyse chest fibrin init day,yes
32562,Lyse chest fibrin subq day,yes
32601,Thoracoscopy diagnostic,yes
32604,Thoracoscopy wbx sac,yes
32606,Thoracoscopy w/bx med space,yes
32607,Thoracoscopy w/bx infiltrate,yes
32608,Thoracoscopy w/bx nodule,yes
32609,Thoracoscopy w/bx pleura,yes
32650,Thoracoscopy w/pleurodesis,yes
32651,Thoracoscopy remove cortex,yes
32652,Thoracoscopy rem totl cortex,yes
32653,Thoracoscopy remov fb/fibrin,yes
32654,Thoracoscopy contrl bleeding,yes
32655,Thoracoscopy resect bullae,yes
32656,Thoracoscopy w/pleurectomy,yes
32658,Thoracoscopy w/sac fb remove,yes
32659,Thoracoscopy w/sac drainage,yes
32661,Thoracoscopy w/pericard exc,yes
32662,Thoracoscopy w/mediast exc,yes
32663,Thoracoscopy w/lobectomy,yes
32664,Thoracoscopy w/ th nrv exc,yes
32665,Thoracoscop w/esoph musc exc,yes
32666,Thoracoscopy w/wedge resect,yes
32669,Thoracoscopy remove segment,yes
32670,Thoracoscopy bilobectomy,yes
32671,Thoracoscopy pneumonectomy,yes
32672,Thoracoscopy for lvrs,yes
32673,Thoracoscopy w/thymus resect,yes
32701,Thorax stereo rad targetw/tx,yes
32800,Repair lung hernia,yes
32810,Close chest after drainage,yes
32815,Close bronchial fistula,yes
32820,Reconstruct injured chest,yes
